pct_tl_open_L6M,pct_tl_closed_L6M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,CC_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL,time_since_recent_payment,max_recent_level_of_deliq,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_60p_dpd,num_std_12mts,num_sub,num_sub_12mts,num_dbt,num_dbt_12mts,num_lss,recent_level_of_deliq,CC_enq_L12m,PL_enq_L12m,time_since_recent_enq,enq_L3m,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_currentBal_all_TL,CC_Flag,PL_Flag,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,MARITALSTATUS,EDUCATION,GENDER,first_prod_enq2_AL,first_prod_enq2_CC,first_prod_enq2_ConsumerLoan,first_prod_enq2_HL,first_prod_enq2_PL,first_prod_enq2_others,last_prod_enq2_AL,last_prod_enq2_CC,last_prod_enq2_ConsumerLoan,last_prod_enq2_HL,last_prod_enq2_PL,last_prod_enq2_others
1.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,5.0,5.0,101.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1.0,165.0,0.0,34568,101,0.5,0,0,1.0,0.0,0.636,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0
0.667,0.0,0,1.0,0.0,1,0,0,1,0,3,0,10.0,3.0,86.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1.0,171.0,0.0,46000,58,0.784,0,1,1.0,0.0,2.993,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0,1.0,0.0,1,0,0,0,1,0,0,6.0,6.0,74.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,6.0,2.0,17500,25,0.931,0,0,0.0,0.0,1.82,0,0,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0
0.5,0.0,0,1.0,0.0,1,0,0,0,2,0,0,6.0,3.0,59.0,3,0,3.0,3.0,0,0,0,0,0,0,0,3,0.0,0.0,187.0,0.0,80000,64,1.038,0,0,0.0,0.0,1.82,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0.0,0.0,0,1.0,0.0,0,0,0,0,1,0,0,6.0,6.0,68.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,200.0,0.0,15000,76,0.946,0,0,0.0,0.0,1.82,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1
0.5,0.0,0,0.5,0.0,0,0,0,0,1,1,0,49.0,5.0,37.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,9.0,1.0,35000,149,0.416,0,0,0.0,0.0,0.311,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0
0.5,0.0,0,1.0,0.0,0,0,0,0,0,2,0,7.0,4.0,44.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,12.0,1.0,30000,182,0.681,0,0,0.0,0.0,1.255,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
0.0,0.143,2,0.571,0.286,1,0,0,0,1,6,1,32.0,7.0,79.0,0,0,0.0,0.0,0,5,0,0,0,0,0,0,0.0,0.0,710.0,0.0,25000,63,0.559,0,0,0.0,0.0,1.8,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
0.333,0.0,0,0.333,0.0,1,0,0,0,3,0,1,34.0,4.0,64.0,0,0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,683.0,0.0,30000,127,0.859,0,0,0.0,0.0,1.82,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0.429,0.143,1,0.714,0.143,2,0,0,1,0,7,1,15.0,2.0,57.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,2.0,147.0,0.0,18000,149,0.665,0,1,1.0,0.0,8.919,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0.0,1.0,1,0.0,1.0,0,0,0,0,1,0,0,24.0,24.0,64.0,0,0,0.0,0.0,0,10,0,0,0,0,0,0,0.0,0.0,717.0,0.0,18000,101,0.0,0,0,0.0,0.0,1.82,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1
0.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,7.0,7.0,51.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,153.0,0.0,25000,50,0.333,0,0,0.0,0.0,2.1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
0.0,0.25,1,0.0,0.25,0,0,0,1,1,3,0,138.0,76.0,1332.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1296.0,0.0,65000,306,0.0,0,1,0.0,0.0,1.82,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0
0.0,0.0,0,0.0,0.0,0,0,0,1,1,2,0,72.0,24.0,87.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1478.0,0.0,20000,128,0.349,0,1,0.0,0.0,5.38,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.0,0.0,2,0.5,0.5,0,0,0,0,0,4,2,22.0,10.0,89.0,27,4,28.0,88.0,1,0,0,0,0,0,0,27,0.0,1.0,7.0,2.0,15000,39,0.197,0,0,1.0,0.0,2.053,0,0,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0
0.0,0.0,0,1.0,0.0,1,0,0,1,0,1,0,7.0,7.0,74.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,5.0,36.0,4.0,40000,101,0.869,0,1,0.4,0.0,2.5,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0
0.5,0.0,0,1.0,0.0,1,0,0,0,1,1,0,7.0,2.0,115.0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,9.0,5.0,20000,30,0.79,0,0,0.0,0.0,2.51,0,0,1,-1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.429,0.214,4,0.643,0.286,2,2,0,0,2,12,3,38.0,3.0,41.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1.0,70.0,1.0,33000,124,0.689,1,0,0.0,0.0,4.636,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0.2,0.0,1,0.2,0.2,0,0,0,0,4,1,3,117.0,5.0,26.0,30,0,0.0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,3.0,1.0,30000,40,1.483,0,0,0.0,0.0,1.82,0,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0,0.0,0.0,0,0,0,0,2,0,1,111.0,102.0,1836.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3071.0,0.0,50000,85,0.0,0,0,0.0,0.0,1.82,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1
0.0,0.0,1,0.0,1.0,0,0,0,0,0,1,1,44.0,44.0,1172.0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,35000,104,0.0,0,0,0.0,0.0,1.82,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1
0.0,0.0,0,0.0,0.0,0,0,1,0,1,0,0,15.0,15.0,107.0,0,0,0.0,0.0,0,9,0,0,0,0,0,0,0.0,0.0,579.0,0.0,38000,275,0.93,0,0,0.0,0.0,1.82,0,1,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0
0.0,1.0,1,0.0,1.0,0,0,0,0,1,0,0,31.0,31.0,208.0,37,0,0.0,0.0,0,0,0,0,0,0,0,37,0.0,0.0,916.0,0.0,14000,101,0.0,0,0,0.0,0.0,1.82,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,0,41.0,17.0,44.0,26,0,0.0,0.0,0,0,0,0,0,0,0,26,0.0,4.0,10.0,1.0,20000,183,0.0,0,0,0.0,0.0,3.085,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0
0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,68.0,68.0,1806.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2048.0,0.0,35000,190,0.0,0,0,0.0,0.0,0.224,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0.0,0.0,0,0.25,0.0,0,0,0,0,3,1,0,147.0,7.0,50.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,3.0,4.0,9.0,25000,125,0.82,0,0,1.0,0.0,1.82,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0
0.5,0.0,1,0.5,0.5,1,0,0,0,0,2,0,16.0,0.0,258.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1.0,4.0,3.0,30000,89,1.0,0,0,1.0,0.0,0.293,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.25,0.0,0,0.5,0.0,1,0,0,1,1,3,0,37.0,6.0,79.0,0,0,0.0,0.0,0,17,0,0,0,0,0,0,0.0,2.0,141.0,0.0,40000,147,0.201,0,1,1.0,0.0,2.122,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0
0.0,1.0,1,1.0,1.0,0,0,0,0,0,1,0,12.0,12.0,179.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,363.0,0.0,25000,47,0.0,0,0,0.0,0.0,1.82,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,1,12.0,12.0,133.0,13,2,14.0,14.0,0,0,0,0,0,0,0,13,0.0,0.0,0.0,2.0,34000,62,0.875,0,0,0.0,0.0,1.82,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
0.0,0.0,0,1.0,0.0,0,0,0,0,1,0,0,12.0,12.0,51.0,0,0,0.0,0.0,0,7,0,0,0,0,0,0,0.0,2.0,102.0,0.0,17000,120,0.693,0,0,0.5,0.0,1.82,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
0.308,0.077,2,0.308,0.154,3,0,0,1,1,12,1,44.0,2.0,78.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,71.0,1.0,30000,101,0.352,0,1,0.0,0.0,5.933,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1
0.0,0.0,0,0.25,0.0,2,0,0,1,2,2,1,41.0,12.0,68.0,20,0,0.0,0.0,0,9,0,0,0,0,0,20,0.0,1.0,247.0,0.0,19000,86,0.791,0,1,0.0,0.0,10.531,1,0,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0
0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,1,79.0,79.0,74.0,30,0,0.0,0.0,3,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,23000,72,0.0,0,0,0.0,0.0,1.82,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1
0.0,0.0,0,0.0,0.0,0,0,0,0,0,3,1,81.0,18.0,359.0,18,0,0.0,0.0,1,0,0,0,0,0,0,18,0.0,0.0,6.0,1.0,14000,13,0.0,0,0,0.0,0.0,1.316,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0
1.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,5.0,5.0,89.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1.0,147.0,0.0,16500,157,0.7,0,0,1.0,0.0,0.909,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
0.0,0.0,0,0.0,0.0,0,0,0,1,4,1,0,98.0,31.0,74.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23000,70,0.0,0,1,0.0,0.0,1.82,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1
0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,1,18.0,18.0,77.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,550.0,0.0,28000,126,0.43,0,0,0.0,0.0,1.82,0,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0
0.0,0.0,0,1.0,0.0,1,0,0,0,0,2,0,8.0,8.0,40.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,232.0,0.0,32000,185,0.394,0,0,0.0,0.0,0.486,0,0,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0
0.333,0.667,6,0.556,0.667,1,0,0,2,0,9,2,23.0,3.0,74.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2.0,3.0,43.0,1.0,20000,25,1.0,0,1,1.0,1.0,6.0,0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0
0.143,0.143,2,0.571,0.286,1,0,0,1,1,6,1,89.0,4.0,41.0,27,1,0.0,27.0,0,0,0,0,0,0,0,27,1.0,1.0,132.0,0.0,15000,33,0.683,0,1,1.0,0.0,6.911,0,0,1,-1,1,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0,0.0,0.0,0,0,0,1,3,1,1,169.0,19.0,52.0,10,2,10.0,10.0,0,0,0,0,0,0,0,10,0.0,1.0,1.0,1.0,20000,125,0.251,0,1,0.0,0.0,1.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,10.0,10.0,84.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,314.0,0.0,13000,207,0.083,0,0,0.0,0.0,1.808,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
0.0,0.0,0,1.0,0.0,0,0,0,0,1,0,0,9.0,9.0,52.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,2.0,122.0,0.0,17200,90,0.814,0,0,1.0,0.0,1.82,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0
0.2,0.0,0,0.2,0.0,0,0,0,0,3,2,0,69.0,6.0,61.0,5,1,0.0,5.0,0,0,7,0,0,0,0,5,6.0,14.0,18.0,3.0,22000,90,0.494,0,0,0.588,0.667,1.113,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0
1.0,0.0,0,1.0,0.0,1,0,0,0,0,1,1,3.0,3.0,74.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,83.0,1.0,15000,66,0.75,0,0,0.0,0.0,0.866,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1
0.0,0.0,0,0.047,0.0,1,0,0,3,39,4,1,154.0,7.0,198.0,16,0,0.0,0.0,3,29,0,0,0,0,0,16,0.0,0.0,2.0,1.0,25000,242,0.684,0,1,0.0,0.0,12.0,1,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0
0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,30.0,30.0,71.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,1.0,20000,188,0.283,0,0,0.0,0.0,1.82,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,18.0,18.0,47.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,566.0,0.0,50000,40,0.344,0,0,0.0,0.0,1.82,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0.3,0.2,3,0.7,0.3,4,0,0,0,6,4,0,32.0,2.0,61.0,97,0,0.0,0.0,2,0,0,0,0,0,0,97,2.0,4.0,12.0,4.0,0,48,1.01,0,0,0.0,0.333,1.82,1,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0
0.0,0.0,0,0.0,0.0,0,0,0,0,0,4,0,45.0,18.0,93.0,25,3,0.0,26.0,0,0,0,0,0,0,0,11,0.0,0.0,552.0,0.0,17000,107,0.438,0,0,0.0,0.0,3.788,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0.0,0.0,1,0.0,0.5,0,0,0,0,1,1,1,61.0,19.0,96.0,12,0,0.0,0.0,0,1,0,0,0,0,0,12,0.0,0.0,586.0,0.0,15000,66,0.428,0,0,0.0,0.0,1.82,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1
0.0,0.0,0,0.4,0.0,0,0,0,3,0,5,0,168.0,11.0,32.0,27,4,0.0,58.0,0,0,0,0,0,0,0,27,0.0,0.0,347.0,0.0,25000,185,0.0,0,1,0.0,0.0,0.96,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
0.0,0.0,1,0.5,0.5,1,0,0,2,0,2,0,39.0,9.0,74.0,0,0,0.0,0.0,0,11,0,0,0,0,0,0,0.0,2.0,282.0,0.0,35000,131,0.925,0,1,0.0,0.0,12.857,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
0.25,0.0,0,0.625,0.0,2,0,0,1,2,6,0,105.0,2.0,71.0,1,0,0.0,0.0,0,10,0,0,0,0,0,1,0.0,1.0,62.0,3.0,30000,306,0.63,0,1,0.0,0.0,2.653,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,26.0,26.0,408.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,25000,68,0.0,0,0,0.0,0.0,1.82,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,0.143,1,0.0,0.143,0,0,3,0,7,0,4,83.0,13.0,36.0,1,0,1.0,1.0,0,11,0,0,0,0,0,1,0.0,0.0,4.0,2.0,13000,38,0.961,0,0,0.0,0.0,1.82,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.667,0.0,0,1.0,0.0,2,0,0,0,1,2,1,12.0,2.0,68.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,2.0,20000,71,0.686,0,0,0.0,0.0,0.896,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0
0.5,0.0,1,0.75,0.25,2,0,0,0,3,1,0,15.0,2.0,60.0,27,1,0.0,27.0,0,0,0,0,0,0,0,27,0.0,0.0,3.0,2.0,46000,148,1.359,0,0,0.0,0.0,0.261,1,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0
0.0,0.6,3,0.4,0.6,0,0,0,0,0,5,3,15.0,10.0,83.0,27,0,27.0,27.0,0,0,0,0,0,0,0,27,0.0,1.0,89.0,1.0,30000,48,0.101,0,0,1.0,0.0,0.688,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
0.0,0.0,1,0.5,0.5,0,0,0,0,0,2,0,30.0,9.0,57.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,899.0,0.0,18000,304,0.4,0,0,0.0,0.0,1.159,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
0.0,0.0,0,0.0,0.0,0,0,0,3,3,3,0,165.0,138.0,3068.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,1.0,20000,130,0.0,0,1,0.25,0.0,1.82,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0
0.667,0.0,0,1.0,0.0,1,0,0,0,0,3,1,8.0,4.0,80.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,4.0,16.0,4.0,20000,125,0.694,0,0,1.0,0.0,2.424,0,0,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0
0.0,0.0,0,1.0,0.0,0,1,0,0,0,1,0,7.0,7.0,59.0,10,0,10.0,10.0,0,0,0,0,0,0,0,10,4.0,4.0,34.0,1.0,11500,38,1.0,1,0,0.25,0.0,1.215,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0
0.75,0.0,0,1.0,0.0,3,0,0,0,3,1,3,6.0,2.0,72.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1.0,194.0,0.0,35000,45,0.902,0,0,0.0,0.0,0.529,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.667,0.0,0,0.667,0.0,2,0,0,0,0,3,2,39.0,2.0,112.0,0,0,0.0,0.0,0,2,0,0,0,0,0,0,0.0,0.0,58.0,3.0,23700,54,0.734,0,0,0.0,0.0,0.499,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0
0.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,7.0,7.0,109.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1.0,72.0,1.0,20000,17,0.417,0,0,0.0,0.0,1.75,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,10.0,10.0,112.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1.0,291.0,0.0,30000,105,0.0,0,0,0.0,0.0,0.613,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.133,0.367,11,0.2,0.367,2,0,0,0,25,5,2,144.0,4.0,41.0,25,0,0.0,0.0,0,86,0,0,0,0,0,15,0.0,1.0,3.0,2.0,50000,153,0.605,0,0,1.0,0.0,9.69,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1
0.0,0.0,1,0.0,0.25,0,0,0,0,3,1,0,32.0,14.0,242.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,426.0,0.0,18000,247,0.0,0,0,0.0,0.0,1.82,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,44.0,44.0,607.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1337.0,0.0,13700,98,0.0,0,0,0.0,0.0,1.82,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1
0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,54.0,54.0,880.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,15000,108,0.0,0,0,0.0,0.0,1.82,1,0,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,0.0,0,0.0,0.0,0,0,0,0,3,0,3,24.0,23.0,74.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,22000,181,0.0,0,0,0.0,0.0,1.82,0,0,1,-1,1,0,0,0,0,0,1,0,0,0,0,0,1
0.0,1.0,1,0.0,1.0,0,0,0,0,0,1,0,14.0,14.0,186.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1.0,105.0,0.0,23000,13,0.0,0,0,1.0,0.0,1.82,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0,0.0,0.0,1,1,0,0,2,1,1,80.0,19.0,74.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,2.0,25000,149,0.006,1,0,0.0,0.0,1.82,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1
